wavenumber_cm-1,observed_reflectance_fraction,airy_reflectance_fraction,double_beam_comparison_fraction,airy_residual_fraction,third_beam_ratio_percent
1500.347,0.42501297540000005,0.3091499705115346,0.3099663306428484,0.11586300488846546,0.003889575918797442
1500.829,0.42510591519999996,0.30946186376121554,0.3103250999978614,0.11564405143878442,0.003880484007442349
1501.311,0.4254803372,0.3097704056708926,0.31068024254776294,0.11570993152910741,0.003871421558695433
1501.793,0.4257769871,0.3100755923237625,0.31103174497087205,0.11570139477623753,0.0038623884537481406
1502.276,0.4259099934,0.31037804264964214,0.3113803120563662,0.11553195075035788,0.003853365924412215
1502.758,0.4262280886,0.3106765006269878,0.31172448759569904,0.11555158797301218,0.00384439121318267
1503.24,0.4262116837,0.31097159243986794,0.3120649844486818,0.11524009126013207,0.0038354454924912594
1503.722,0.42652442110000005,0.3112633147341795,0.3124017902489603,0.11526110636582054,0.003826528645791138
1504.204,0.426616865,0.31155166429333836,0.31273489286928485,0.11506520070666165,0.0038176405570928946
1504.686,0.4270317617,0.3118366380370732,0.3130642804216379,0.11519512366292683,0.00380878111096131
1505.168,0.4272174609,0.31211823302023645,0.31338994125735625,0.11509922787976357,0.0037999501925123132
1505.65,0.4272676204,0.31239644643162534,0.31371186396723155,0.11487117396837465,0.0037911476874100502
1506.133,0.4276338535,0.31267184225809325,0.31403069358741675,0.11496201124190675,0.0037823553074564447
1506.615,0.4279904833,0.3129432775931937,0.31434509896375395,0.11504720570680632,0.00377360934657792
1507.097,0.42777273870000004,0.3132113237101385,0.3146557334022743,0.11456141498986155,0.0037648914590638896
1507.579,0.4281162662,0.31347597832227847,0.31496258645287034,0.11464028787772151,0.0037562015327420413
1508.061,0.4279905222,0.31373723927122993,0.31526564790521183,0.11425328292877007,0.0037475394559733166
1508.543,0.4280461909,0.3139951045257832,0.31556490778877466,0.11405108637421679,0.003738905117648866
1509.025,0.428279741,0.3142495721808209,0.3158603563728491,0.1140301688191791,0.0037302984071871975
1509.507,0.42830103620000004,0.3145006404562544,0.3161519841665398,0.11380039574374562,0.003721719214531321
1509.99,0.42831964390000005,0.3147488179919714,0.31644037502191763,0.11357082590802864,0.0037131497162695344
1510.471,0.42857228910000006,0.3149925723668072,0.31672374061816777,0.11357971673319284,0.0037046429450135958
1510.954,0.4286317958,0.31523392922913773,0.3170044286303294,0.11339786657086226,0.003696128049582378
1511.436,0.42882219450000003,0.3154713775832172,0.31728067513962055,0.11335081691678284,0.0036876578940440658
1511.918,0.42874356210000003,0.31570541949408026,0.31755305698336767,0.11303814260591977,0.003679214713570454
1512.4,0.4289815233,0.31593605391047636,0.3178215661093091,0.11304546938952365,0.0036707984011923986
1512.882,0.4290665378,0.3161632798991193,0.31808619470462607,0.11290325790088068,0.0036624088504454153
1513.364,0.42910550659999996,0.3163870966437352,0.31834693519583945,0.11271840995626475,0.00365404595536696
1513.846,0.4291426807,0.3166075034441238,0.31860378024869207,0.1125351772558762,0.003645709610493651
1514.328,0.42941774520000003,0.3168244997152335,0.31885672276801913,0.11259324548476651,0.0036373997108585226
1514.811,0.4295570969,0.31703852456323023,0.3191062684954209,0.11251857233676976,0.0036290989934905436
1515.293,0.42969990170000005,0.31724869139888734,0.31935137748663944,0.11245121030111271,0.0036208417257286812
1515.775,0.42964393180000005,0.3174554466315776,0.3195925640789209,0.11218848516842245,0.0036126105910417247
1516.257,0.42987607099999997,0.31765879012811016,0.31982982213241623,0.11221728087188981,0.003604405486422641
1516.739,0.42990608729999996,0.31785872186602726,0.3200631457455313,0.1120473654339727,0.0035962263093475087
1517.221,0.4301311787,0.3180552419327642,0.3202925292547223,0.11207593676723582,0.0035880729577728488
1517.703,0.4301533382,0.3182483505248209,0.3205179672342786,0.11190498767517909,0.0035799453301330595
