wavenumber_cm-1,observed_reflectance_fraction,airy_reflectance_fraction,double_beam_comparison_fraction,airy_residual_fraction,third_beam_ratio_percent
1500.347,0.39205888710000003,0.30350405180384804,0.304754738819835,0.08855483529615199,0.0030087735502311135
1500.829,0.391869392,0.30376553416845725,0.30505432668612975,0.08810385783154273,0.0030003500188556897
1501.311,0.3917747453,0.3040235129589882,0.3053500229016879,0.08775123234101179,0.0029919567341742466
1501.793,0.3918415553,0.30427798654415894,0.30564181821557823,0.08756356875584104,0.0029835935651881386
1502.276,0.3916938948,0.3045294704690447,0.30593029684500483,0.08716442433095528,0.0029752431238784316
1502.758,0.39170059100000004,0.30477692204629336,0.30621425552733506,0.08692366895370668,0.0029669398577414382
1503.24,0.3916080769,0.30502086438303255,0.30649428713254045,0.08658721251696744,0.0029586663179984652
1503.722,0.3914858299,0.3052612964183384,0.3067703834727359,0.08622453348166165,0.0029504223762806367
1504.204,0.3915002911,0.3054982172308697,0.3070425366251933,0.08600207386913034,0.0029422079048666435
1504.686,0.3914835867,0.30573162603772885,0.3073107389321268,0.08575196066227114,0.0029340227766791053
1505.168,0.3915595262,0.3059615221933364,0.3075749830004592,0.08559800400666362,0.002925866865280767
1505.65,0.3918849317,0.3061879051883233,0.3078352617015758,0.08569702651167671,0.0029177400448709098
1506.133,0.39163654010000004,0.3064112333807131,0.3080920957934795,0.08522530671928696,0.002909625419776771
1506.615,0.39230638970000004,0.3066305817755992,0.30834441516933525,0.08567580792440083,0.0029015564661769087
1507.097,0.3925653979,0.30684641628809,0.3085927493633476,0.08571898161191,0.002893516229689198
1507.579,0.39310005859999997,0.30705873694316566,0.30883709230253686,0.08604132165683431,0.002885504587023674
1508.061,0.39330949699999995,0.30726754389671185,0.30907743817693,0.0860419531032881,0.0028775214155087967
1508.543,0.3931080318,0.30747283743450704,0.3093137814392262,0.08563519436549294,0.0028695665930878115
1509.025,0.3931055508,0.3076746179712257,0.3095461168044463,0.08543093282877429,0.0028616399983152846
1509.507,0.3930076254,0.3078728860494554,0.3097744392495699,0.08513473935054461,0.0028537415103536425
1509.99,0.3928415043,0.3080680427474626,0.3099992051962036,0.0847734615525374,0.002845854709137357
1510.471,0.39276130600000003,0.30825888763459547,0.3102190265949538,0.08450241836540456,0.0028380283745305904
1510.954,0.392581049,0.3084470087017993,0.3104357272314645,0.08413404029820071,0.002830197303305884
1511.436,0.392492985,0.3086312276178039,0.31064794462583945,0.08386175738219609,0.0028224101034461007
1511.918,0.39221982250000004,0.3088119386762747,0.31085612789320155,0.08340788382372533,0.0028146504149612925
1512.4,0.3922047722,0.3089891431678068,0.31106027357437455,0.0832156290321932,0.0028069181205895876
1512.882,0.39193328190000004,0.3091628425044738,0.31126037846919163,0.08277043939552625,0.0027992131036530155
1513.364,0.39218216390000005,0.3093330382189731,0.31145643963602065,0.08284912568102692,0.0027915352480542164
1513.846,0.39194564309999996,0.30949973196378255,0.311648454391272,0.08244591113621741,0.002783884438273082
1514.328,0.3918866531,0.3096629255103346,0.3118364203088939,0.0822237275896654,0.0027762605593634982
1514.811,0.3916892725,0.30982294843101715,0.3120207125736816,0.08186632406898287,0.002768647763206422
1515.293,0.3915738428,0.3099791401155548,0.31220056615508174,0.08159470268444524,0.002761077458763142
1515.775,0.3914881037,0.31013183762634355,0.31237636515750533,0.08135626607365642,0.002753533743530148
1516.257,0.3916754468,0.3102810432029076,0.31254810818026435,0.08139440359709238,0.0027460165048260733
1516.739,0.3913843691,0.31042675919981555,0.3127157940774814,0.08095760990018447,0.002738525630527351
1517.221,0.39121594870000004,0.3105689880859446,0.31287942195750384,0.08064696061405546,0.002731061009065222
1517.703,0.3910886843,0.31070773244375816,0.31303899118230594,0.08038095185624183,0.002723622529422429
1518.185,0.3911664738,0.31084299496859746,0.31319450136687516,0.08032347883140256,0.002716210081130249
1518.667,0.3908612147,0.310974778467989,0.31334595237858864,0.07988643623201103,0.002708823554265268
1519.15,0.3910422412,0.31110334844755994,0.3134936459098606,0.07993889275244004,0.0027014475950097477
1519.632,0.39074287750000003,0.3112281755616735,0.31363697076440344,0.07951470193832655,0.0026941126366084485
1520.114,0.39063308880000003,0.31134953274594723,0.31377623755766276,0.0792835560540528,0.0026868032728814767
1520.596,0.3906849477,0.3114674232502335,0.3139114471605823,0.07921752444976649,0.002679519396057439
1521.078,0.39044661529999997,0.31158185043331865,0.31404260069317647,0.07886476486668131,0.0026722608988950223
1521.56,0.39024945850000003,0.31169281776231555,0.3141696995238275,0.07855664073768448,0.002665027674680078
1522.042,0.3904848195,0.31180032881206976,0.3142927452685714,0.07868449068793026,0.0026578196172227014
1522.524,0.39013171900000004,0.3119043872645795,0.31441173979037174,0.07822733173542057,0.0026506366208542452
1523.007,0.3900608615,0.3120052020597901,0.31452691946688155,0.07805565944020992,0.002643463755587028
1523.489,0.39000449000000004,0.3121023596465986,0.31463780972253763,0.07790213035340143,0.0026363306179111447
1523.971,0.3899422009,0.3121960763278911,0.3147446558238988,0.07774612457210889,0.0026292222272011005
1524.453,0.3898746044,0.3122863562089697,0.31484746061462954,0.07758824819103027,0.00262213847984521
1524.935,0.3899180551,0.31237320349959324,0.31494622718150256,0.07754485160040675,0.0026150792727386582
1525.417,0.38962932870000005,0.3124566225134787,0.3150409588536001,0.07717270618652133,0.002608044503280557
1525.899,0.3893360498,0.31253661766781476,0.3151316592015009,0.07679943213218521,0.002601034069371172
1526.381,0.38937366009999996,0.31261319348279,0.31521833203645777,0.07676046661720998,0.0025940478694091284
1526.864,0.38912504740000003,0.3126865028213176,0.3153011487018506,0.07643854457868243,0.0025870713831821035
1527.346,0.3887505676,0.3127562468581583,0.3153797705692809,0.0759943207418417,0.0025801333980452748
1527.828,0.38887518530000004,0.31282258573978483,0.3154543778028016,0.0760525995602152,0.0025732193448068062
1528.31,0.3886468264,0.3128855243941231,0.3155249751683865,0.07576130200587688,0.0025663291238320896
1528.792,0.3884641069,0.3129450678499254,0.31559156766839,0.07551903905007462,0.002559462635971095
1529.274,0.3882072856,0.3130012212363743,0.31565416054065654,0.0752060643636257,0.0025526197825557653
1529.756,0.3880703572,0.31305398978269827,0.3157127592576152,0.07501636741730172,0.0025458004653972034
1530.238,0.38783819970000005,0.3131033788177988,0.31576736952536655,0.07473482088220124,0.0025390045867831248
1530.72,0.38759725289999997,0.3131493937698908,0.3158179972827564,0.07444785913010915,0.0025322320494751875
1531.203,0.3871955246,0.3131921251464379,0.3158647413586221,0.0740033994535621,0.00252546877811993
1531.685,0.3871721063,0.3132314016415628,0.31590741460854,0.07394070465843716,0.0025187426815173153
1532.167,0.3868877952,0.3132673209427559,0.3159461245656805,0.0736204742572441,0.0025120396371247117
1532.649,0.3866887296,0.31329988887232146,0.31598087809086983,0.07338884072767854,0.002505359549574291
1533.131,0.38661778329999996,0.3133291113502521,0.31601168227288556,0.07328867194974786,0.0024987023239591553
1533.613,0.38639617600000004,0.3133549943939378,0.3160385444274684,0.07304118160606221,0.00249206786583081
1534.095,0.3863670752,0.31337754411788654,0.3160614720963202,0.07298953108211348,0.0024854560811965742
1534.577,0.3860272777,0.3133967667334574,0.31608047304609393,0.0726305109665426,0.002478866876517153
1535.06,0.3859250918,0.3134126980923848,0.3160955824904415,0.0725123937076152,0.0024722865581188872
1535.542,0.3855385116,0.31342527864178404,0.31610674609229417,0.07211323295821598,0.002465742280897114
1536.024,0.38550877370000003,0.31343455130905074,0.3161140076321996,0.0720742223909493,0.0024592203055164947
1536.506,0.3850810847,0.31344052269067935,0.31611737576675786,0.07164056200932067,0.002452720540227207
1536.988,0.38473007189999997,0.3134431994788366,0.3161168593723114,0.07128687242116338,0.002446242893720319
1537.47,0.38457497420000003,0.31344258846115564,0.3161124675438737,0.0711323857388444,0.0024397872751254985
1537.952,0.38446695750000004,0.3134386965205435,0.3161042095940477,0.07102826097945653,0.002433353594008569
1538.434,0.3841132207,0.313431530634997,0.31609209505193725,0.07068169006500297,0.002426941760369123
1538.917,0.3839779267,0.31342107284175713,0.31607609655521474,0.0705568538582429,0.0024205384497749203
1539.398,0.3838009349,0.31340740541550327,0.3160563353831649,0.07039352948449673,0.0024141832776754814
1539.881,0.3836205793,0.3133904219802647,0.3160326574020549,0.07023015731973531,0.00240782330544829
1540.363,0.3832841937,0.3133702252660337,0.3160052081663739,0.0699139684339663,0.0024014980148039673
1540.845,0.38293135739999995,0.31334679093301154,0.31597395321479255,0.0695845664669884,0.0023951941278767706
1541.327,0.38255329019999995,0.3133201265266171,0.3159389033524192,0.06923316367338284,0.0023889115572202613
1541.809,0.3825323593,0.31329023968634395,0.31590006959296413,0.06924211961365606,0.002382650215805352
1542.291,0.38218806809999994,0.3132571381456529,0.3158574631575762,0.06893092995434702,0.0023764100170181397
1542.773,0.38183940790000004,0.3132208297318714,0.31581109547366815,0.06861857816812866,0.0023701908746575654
1543.255,0.3815771093,0.3131813223661053,0.3157609781737357,0.0683957869338947,0.002363992702933152
1543.738,0.3809540228,0.313138532166106,0.3157070074845451,0.06781549063389403,0.0023578026221669425
1544.22,0.38092420660000004,0.3130926444395128,0.31564941894732523,0.06783156216048725,0.002351646179040846
1544.702,0.3803622875,0.31304358210325745,0.31558811693572275,0.06731870539674256,0.0023455104514458784
1545.184,0.3801952892,0.31299135345301865,0.31552311389098964,0.06720393574698136,0.002339395355212649
1545.666,0.3799304492,0.31293596687792724,0.315454422453421,0.06699448232207278,0.0023333008065712494
1546.148,0.37964591059999997,0.3128774308605274,0.3153820554611233,0.06676847973947259,0.0023272267221492596
1546.63,0.3793437637,0.3128157539767425,0.31530602594877366,0.06652800972325751,0.002321173018969405
1547.112,0.37900972629999996,0.3127509448958508,0.31522634714637165,0.06625878140414915,0.0023151396144475735
1547.594,0.37857425370000003,0.3126830123804666,0.3151430324779827,0.06589124131953344,0.0023091264263905772
1548.077,0.37830426559999997,0.31261181465452015,0.315055911437656,0.06569245094547982,0.002303120960146682
1548.559,0.3780416263,0.3125376554974516,0.3149653586075199,0.06550397080254838,0.0022971480015129206
1549.041,0.3776756829,0.3124603997725459,0.3148712113645503,0.06521528312745406,0.002291195014921381
1549.523,0.377230178,0.3123800566159255,0.31477348389674964,0.06485012138407453,0.0022852619197224664
1550.005,0.3769162647,0.31229663525706886,0.31467219057978735,0.06461962944293115,0.0022793486356470737
1550.487,0.3767105113,0.31221014501883393,0.3145673459756981,0.06450036628116607,0.0022734550828046062
1550.969,0.3762788826,0.31212059531748815,0.31445896483157204,0.06415828728251183,0.0022675811816808065
1551.451,0.3760062511,0.3120279956627457,0.3143470620782387,0.06397825543725433,0.002261726853135832
1551.934,0.3757032169,0.3119321540808414,0.3142314097562573,0.06377106281915862,0.0022558799331452548
1552.416,0.3751775816,0.3118334771449389,0.3141125020782026,0.06334410445506106,0.002250064554025531
1552.898,0.37485986050000003,0.3117317793663322,0.31399011870489213,0.06312808113366786,0.0022442685121297607
1553.38,0.37422990650000004,0.31162707062920547,0.3138642752891817,0.06260283587079457,0.0022384917297963527
1553.862,0.3740422138,0.3115193609114629,0.3137349876609796,0.06252285288853715,0.002232734129728104
1554.344,0.3736963754,0.3114086602847999,0.3136022718258884,0.06228771511520009,0.0022269956349902768
1554.826,0.3732779745,0.31129497891477964,0.31346614396384165,0.06198299558522036,0.0022212761690086824
1555.308,0.3727876278,0.31117832706091464,0.3133266204277346,0.06160930073908538,0.0022155756555676913
1555.791,0.3725648408,0.3110584638492966,0.3131834177623836,0.061506376950703434,0.0022098822507500516
1556.273,0.37207509270000005,0.31093589607376715,0.3130371456632204,0.061139196626232906,0.0022042194540965497
1556.755,0.3715048373,0.31081038917948484,0.3128875280078139,0.060694448120515165,0.002198575383313618
1557.237,0.37150052359999997,0.3106819538028668,0.31273458182742286,0.06081856979713318,0.0021929499636016603
1557.719,0.3707647304,0.3105506006747576,0.31257832431932137,0.06021412972524243,0.002187343120510122
1558.201,0.37027147380000003,0.31041634062053847,0.3124187728453918,0.05985513317946156,0.0021817547799357186
1558.683,0.3695042495,0.3102791845602396,0.3122559449307125,0.059225064939760375,0.002176184868120536
1559.165,0.3691503419,0.31013914350865524,0.3120898582621394,0.05901119839134478,0.0021706333116501943
1559.647,0.3688522546,0.3099962285754645,0.3119205306868825,0.05885602602453549,0.002165100037452034
1560.13,0.3685261685,0.3098501455542602,0.3117476188849184,0.05867602294573976,0.0021595735496289055
1560.612,0.36816277540000003,0.30970151066314544,0.311571857042351,0.05846126473685459,0.0021540766596688105
1561.094,0.367921195,0.3095500358137595,0.3113929088207096,0.05837115918624047,0.0021485978346459235
1561.576,0.3677195682,0.309395732496782,0.3112107926945973,0.05832383570321803,0.0021431370028370147
1562.058,0.3673041815,0.3092386122984254,0.3110255272917718,0.058065569201574574,0.002137694092851638
1562.54,0.3672296695,0.3090786869005714,0.3108371313916882,0.058150982599428636,0.0021322690336302752
1563.022,0.3666268422,0.30891596808091193,0.3106456239240405,0.057710874119088096,0.002126861754442586
1563.504,0.3662487635,0.30875046771309156,0.3104510239672962,0.05749829578690846,0.002121472184885752
1563.987,0.3657931171,0.3085818457884656,0.3102529374555786,0.05721127131153442,0.0021160891280874094
1564.469,0.3655150562,0.3084108126214211,0.31005220402815015,0.057104243578578906,0.0021107348042644454
1564.951,0.3651654441,0.30823703412965264,0.30984843626559216,0.05692840997034737,0.0021053979806675066
1565.433,0.3649318511,0.3080605225722794,0.3096416538270227,0.05687132852772059,0.0021000785881870204
1565.915,0.36436296939999996,0.30788129030511313,0.30943187651293796,0.05648167909488683,0.002094776558032289
1566.397,0.3639423443,0.3076993497808105,0.3092191242637202,0.056242994519189515,0.0020894918217298185
1566.879,0.3634411293,0.30751471354902754,0.3090034171581436,0.05592641575097246,0.002084224311121678
1567.361,0.36328356390000005,0.30732739425657196,0.30878477541187244,0.05595616964342809,0.0020789739583637838
1567.844,0.3626737529,0.30713700771135277,0.30856275670092737,0.05553674518864721,0.00207372985625196
1568.325,0.3619837988,0.3069447575635681,0.308338769535335,0.055039041236431885,0.002068524456581882
1568.808,0.3616158514,0.3067490580344999,0.3081109719104622,0.0548667933655001,0.0020633144041093746
1569.29,0.36092115550000003,0.3065511294699933,0.3078807905469015,0.054370026030006735,0.002058132045503122
1569.772,0.36045490630000004,0.30635058256892767,0.30764777766501583,0.05410432373107238,0.0020529665100401055
1570.254,0.3598943304,0.3061474305644922,0.3074119542703674,0.053746899835507844,0.002047817731725723
1570.736,0.35932795900000003,0.30594168678811573,0.3071733414948014,0.0533862722118843,0.00204268564486793
1571.218,0.3586921261,0.3057333646696223,0.3069319605949168,0.0529587614303777,0.0020375701840755715
1571.7,0.35838226,0.3055224777373841,0.3066878329505344,0.052859782262615895,0.0020324712842568382
1572.182,0.35762936359999997,0.3053090396184739,0.3064409800631616,0.052320323981526085,0.0020273888806176935
1572.665,0.35751116850000003,0.30509261332859305,0.3061909030070169,0.05241855517140698,0.0020223124153811436
1573.147,0.3570113627,0.304874108891797,0.3059386590758473,0.052137253808203,0.002017262844793293
1573.629,0.35670742070000006,0.3046530947722509,0.30568375516639656,0.05205432592774917,0.0020122295776417907
1574.111,0.35619816530000004,0.3044295849935361,0.3054262132517423,0.05176858030646392,0.0020072125503087955
1574.593,0.35564108769999997,0.30420359367867733,0.30516605541892533,0.05143749402132264,0.002002211699466582
1575.075,0.35509119040000003,0.30397513505028384,0.30490330386739617,0.051116055349716194,0.001997226962075991
1575.557,0.3546046441,0.3037442234306915,0.30463798090746125,0.05086042066930846,0.0019922582753848983
1576.039,0.3540303758,0.30351087324209974,0.3043701089587255,0.050519502557900275,0.0019873055769267594
1576.521,0.35327298890000003,0.3032750990067069,0.30409971054853313,0.049997889893293124,0.0019823688045191162
1577.004,0.35270168329999996,0.30303641869547904,0.30382623953622423,0.04966526460452092,0.00197743770335681
1577.486,0.352125584,0.30279583538084553,0.3035508510845141,0.049329748619154457,0.001972532630353166
1577.968,0.3515320025,0.3025528722181655,0.30327300443168087,0.04897913028183448,0.0019676432984154025
1578.45,0.3509621142,0.30230754413113436,0.3029927225205963,0.048654570068865644,0.0019627696464832416
1578.932,0.3506016497,0.3020598661440753,0.3027100283940392,0.0485417835559247,0.001957911613773231
1579.414,0.3498787215,0.3018098533820557,0.3024249451931246,0.04806886811794431,0.0019530691397772072
