sample_id,residual_10deg,residual_15deg
1,0.0015020239295271,-5.787577573476699e-05
2,0.0012417518498426,-8.765039978306244e-05
3,0.0016160100846327,-4.524191913707343e-05
4,0.0016340582005092,-1.9175681120253696e-05
5,0.0015156084450751,-8.243861269771613e-05
6,0.0014912850156599,-2.7463441163722013e-05
7,0.0015847851105279,-4.222845946408316e-05
8,0.0014877981716144,-7.483189436185977e-05
9,0.0017139406053439,-5.256624476723815e-05
10,0.0014797906808934,1.0280917338456597e-05
11,0.0015915212284478,1.9707245960398637e-05
12,0.0014787328374492,2.3619220131942956e-05
13,0.0013717643548388,-5.245945706267019e-05
14,0.0013787896749214,5.097683223043159e-05
15,0.0016125440827502,-4.437951186717082e-05
16,0.001622504090214,6.337204850356826e-05
17,0.0016242420566518,0.0001565476027679
18,0.0013529215900196,0.0001802998592599
19,0.0015486132450977,0.0002112554441454
20,0.0014691811216948,0.0004578020003265
21,0.0016218022628465,0.0004590993863326
22,0.0015573816888263,0.0004685178045021
23,0.0015348965512648,0.0004885814232246
24,0.0015717943724771,0.000575146944004
25,0.0015114756503934,0.0005134079766912
26,0.0014984277171065,0.0006400285409766
27,0.0015058705370509,0.0006075872651877
28,0.0013485534051783,0.0004579011850731
29,0.0016130719451322,0.0004896574425702
30,0.0014930887063888,0.0006733849464247
31,0.0015846881581619,0.000536125484161
32,0.0015541792308509,0.0006292092259113
33,0.0014103403446167,0.0004550198259815
34,0.0015255150391559,0.0006286489384963
35,0.0012810495718687,0.0007491805160856
36,0.0013079804160268,0.0004683183085585
37,0.0013819912589381,0.0002906622615631
38,0.0017106139001169,0.0004454613152335
39,0.001591549249953,0.0003459474005585
40,0.0015374409373889,0.0006025382589239
41,0.0014434958010947,0.0006166700093334
42,0.0015609730711089,0.0004859938562857
43,0.0014480856805259,0.0004562733918223
44,0.001466860263672,0.0005522415941041
45,0.0012877893542833,0.0005568797259772
46,0.0015045505836881,0.0004302945335288
47,0.0015954577586926,0.0004109321418667
48,0.0014342611488543,0.0005218592236398
49,0.001364855163696,0.0005337461233375
50,0.0013025050067613,0.0005225761055166
51,0.0014646402701365,0.0003594325105964
52,0.0012875096326524,0.0005749832533529
53,0.0012207690580918,0.000561513121407
54,0.0012960165934015,0.0005140530737013
55,0.0012316157944877,0.0006164437499694
56,0.0012624148865486,0.0005277674141999
57,0.0012197611961241,0.000683525027148
58,0.0011897110928917,0.000591179135677
59,0.0010525769436325,0.000587390959715
60,0.0011996951569761,0.0007133002538337
61,0.001318432512355,0.0006439808330399
62,0.001129915858264,0.0005620737711928
63,0.001101010310528,0.0005870931994115
64,0.0013693115505772,0.0007377904044787
65,0.0011486655661791,0.0006778103300701
66,0.0012221474225498,0.0004692708890917
67,0.001223751811034,0.0003664098247359
68,0.0011373361583012,0.0006530090304446
69,0.0011577014481169,0.000498573847245
70,0.0012360008196683,0.0004099088621189
71,0.0011224387658979,0.0006314733063665
72,0.0012384888318472,0.0005027478539688
73,0.0010070493130096,0.0006718024199409
74,0.0011427695206205,0.0005228206700799
75,0.0011581464634447,0.0002241429960083
76,0.0009310800169905,0.0005649536373644
77,0.0008954077621763,0.0006387695568616
78,0.0008192939222879,0.0001931008499723
79,0.0006514627613965,0.0006247019432642
80,0.0009349743827841,0.0005010427927337
81,0.000752915227385,0.0004971292821394
82,0.0007329419765159,0.0008600483377242
83,0.0007865723619632,0.000368416663395
84,0.0009175019255,0.0005162737528879
85,0.0008764031431502,0.0006562209843318
86,0.0007500825209627,0.0007683078552492
87,0.0007490336935235,0.0006631185808804
88,0.0008603240224821,0.0006212511925078
89,0.0007533401950904,0.0006434001357797
90,0.0007863025553631,0.0006586896434206
91,0.0009086136696014,0.0006445848215051
92,0.0007326877488215,0.0006620137606092
93,0.0007674526681835,0.0006373225471033
94,0.0009604434213497,0.0007224856733467
95,0.000731238619108,0.0007327687360157
96,0.0007084111880091,0.0007652901344334
97,0.0006892453690198,0.0007072101689022
98,0.00076709931619,0.0005610045390373
99,0.0007653536253028,0.0007052413142158
100,0.0007398312871365,0.0008325661361683
101,0.0007008360614403,0.0007211715948844
102,0.0008511969413886,0.0007502578706063
103,0.0007084678268067,0.0004704191345962
104,0.0004700251229326,0.0009620288474891
105,0.0005005833391934,0.0005738948576475
106,0.0005693330880016,0.000577558999522
107,0.0004765875256544,0.0006284188485907
108,0.0003486268017732,0.0007119066694828
109,0.0003764452709182,0.0005761690484028
110,0.0004349008455034,0.0008736246477979
111,0.0002841413351477,0.0007213609080701
112,0.0002957661455711,0.0005734077459637
113,0.0001074997775088,0.0006889184529617
114,0.0002708241256418,0.0006283944936863
115,0.0001624294421938,0.0005209137045616
116,0.0004302213126577,0.0005926691909516
117,0.0002356847814797,0.0006197621643163
118,0.0001326299643429,0.0006509191947239
119,0.0001378116247615,0.0005533902457215
120,0.0003422048994183,0.0007955906874773
121,0.0001647886119635,0.0007611856522897
122,0.0002855117720914,0.0007511265330449
123,0.000374495674637,0.0006205221816817
124,0.0001903229986898,0.0004495826076648
125,0.0001970440397191,0.00058209604099
126,-2.137292983697692e-05,0.0006792740490711
127,0.000246346269348,0.000635068114381
128,0.0002369236446644,0.0004815150612916
129,0.0002979592836163,0.0004709289641956
130,0.0002139258530517,0.0005812159460338
131,0.0001613061984126,0.0003733041768309
132,0.0001816595430046,0.0004981882722445
133,0.0002008154872858,0.0005742820921196
134,0.000194778532143,0.0003518996573313
135,0.0002934453837431,0.0004909627411044
136,0.0001063142032303,0.0003179322001758
137,0.0001326837927032,0.0002096668567955
138,7.031292815737333e-05,0.0003904290703431
139,-2.336144110537397e-05,9.676223594956568e-05
140,-7.963930470367142e-07,0.0003100262831308
141,-1.4269833443769642e-05,0.0002106002744326
142,-1.934347251508761e-05,0.0001301233157146
143,-0.0001013971412738,0.0001702760339573
144,7.878432070104746e-05,0.0002032598880984
145,-9.561490898410407e-05,0.0003267251593432
146,6.53591170191592e-05,0.0003172807553317
147,-0.0001034461846262,0.0002286561088569
148,-0.0001549534283492,0.0003199540765981
149,-3.9095160055485634e-05,4.9921037864913975e-05
150,-0.0001860864664223,0.0002101596447736
151,-0.0001806172985962,0.0003036323912996
152,-0.0002536765424685,0.000211924410765
153,-0.0003054604735729,0.0004080257605509
154,-0.0001907911005383,0.0002420474145953
155,-0.0002227691653501,0.0002684314622208
156,-0.0001980519435904,0.0002530245069757
157,-0.0001787137446575,0.0002798529654907
158,-0.0005144057119647,0.0001485677663491
159,-0.0003040614523349,0.0001139883212255
160,-0.0003406302306066,0.0001240573667929
161,-0.0003011850072085,0.0002851145175133
162,-0.0004820310634629,0.0001008579385912
163,-0.0003564223153882,0.0001320986017592
164,-0.0002871239137728,0.0002217512842386
165,-0.0003894491442273,-3.996053228388918e-05
166,-0.0003528135272183,-0.0002094761626637
167,-0.0005603513401558,-2.9982339635720168e-05
168,-0.0003321730169117,0.0001364479244383
169,-0.00038782551507,-5.422804418905858e-05
170,-0.0002977697947052,0.000206952043491
171,-0.0003051150505985,-0.0001669705248541
172,-0.0003218985121453,-7.74418638104235e-05
173,-0.0004952261432431,-0.0001443152911108
174,-0.0003513432421598,7.885714867206239e-07
175,-0.0004979984311129,-0.0001039275545197
176,-0.0005350922074305,-0.0001922172459273
177,-0.0004554864954799,-8.505059520180769e-05
178,-0.0005205895135992,-0.0003169847045056
179,-0.0003183688014646,-0.0001416402099717
180,-0.0004458016599155,-0.0002557429752169
181,-0.0003345129226638,-0.0003914425735525
182,-0.0006932190560004,-0.0002471912887249
183,-0.0003525392584804,-0.0002939922156385
184,-0.0004142383605895,-0.0003849705610617
185,-0.0006498860909824,-0.0002403037273238
186,-0.0006069365099414,-0.0003699973899073
187,-0.0005804940112314,-0.0002857637584955
188,-0.0005706238495967,-0.0004358233942497
189,-0.0006594409097464,-0.0003292881734561
190,-0.0007815547059034,-0.0002615591881255
191,-0.0007474588813339,-0.0003890544465716
192,-0.0006479595078581,-0.000498097773974
193,-0.0007517216853413,-0.0004191343129212
194,-0.0007125297471918,-0.0005759129163833
195,-0.0007749983752459,-0.0005963110990239
196,-0.0007019892224498,-0.0005464719219971
197,-0.0005717755956474,-0.0005475249028456
198,-0.0007530795269024,-0.0005171183789641
199,-0.0005297712728776,-0.000435161508033
200,-0.0008000229141962,-0.0003656664684328
201,-0.0008775220547855,-0.0003596025596391
202,-0.0004466274138284,-0.0004108033297185
203,-0.0007210701468725,-0.0003930362260397
204,-0.0009574547316941,-0.0004678977752627
205,-0.0007993637587598,-0.0006358824650849
206,-0.0007302522382878,-0.0006223401059987
207,-0.0007747592994855,-0.0004215521315745
208,-0.0007776761897694,-0.0005124327987261
209,-0.0008201847739684,-0.0007780604879558
210,-0.0007857707917358,-0.0006155222277225
211,-0.0006861069849452,-0.0007660806113816
212,-0.000715555972498,-0.0007469143978015
213,-0.0008185553808053,-0.0006868765641799
214,-0.0009502791494545,-0.0006941876122502
215,-0.0007464999303139,-0.0006890088684151
216,-0.0008709545866205,-0.0008951345838595
217,-0.0007181435920526,-0.0007201034346464
218,-0.0008131508297871,-0.0006781651217932
219,-0.0007755480650329,-0.0007877819700746
220,-0.000741687306756,-0.0006230461148834
221,-0.0009631633893795,-0.0006556314471099
222,-0.000610845724553,-0.0007315403682368
223,-0.0008446822284783,-0.0007079435048008
224,-0.0007119074208756,-0.0007759957083575
225,-0.0007885441239362,-0.0006896292554263
226,-0.0008505210612603,-0.0008436268474173
227,-0.0008731510214053,-0.0005273084130104
228,-0.0010228708549008,-0.0007716507696101
229,-0.0007563086045077,-0.0006419222235647
230,-0.000801034388764,-0.0007457217750003
231,-0.0009410550220972,-0.0007894060482885
232,-0.0007735599136814,-0.0008677283918629
233,-0.0009744942662802,-0.0008043699780156
234,-0.0009633299750778,-0.0008309258026777
235,-0.0008337160280646,-0.0009253275664804
236,-0.0008648205970085,-0.0010606145679938
237,-0.0008678710074226,-0.0007959134549269
238,-0.0010351648992439,-0.0008516733386821
239,-0.0008538383830271,-0.0009265234886124
240,-0.0010206035834178,-0.0009640151370831
241,-0.0010375998089557,-0.000876930238046
242,-0.0008015537508122,-0.0007687535666761
243,-0.0010040251815152,-0.0009627700189887
244,-0.0009420533536641,-0.0006013085114406
245,-0.0008501091868511,-0.0007717018513685
246,-0.0007255017403955,-0.0008369195613317
247,-0.0008118946772494,-0.0008821441836234
248,-0.0008807608573934,-0.0006274697123671
249,-0.0009749223142979,-0.0008108579598689
250,-0.0005310616535782,-0.0007880330561139
251,-0.0006724779516409,-0.0007331638482466
252,-0.0008233289543201,-0.0010517665000344
253,-0.0007416886755068,-0.0010530033913136
254,-0.0007687701358081,-0.0010608579386109
255,-0.0006676793830476,-0.0009144049666214
256,-0.0007198646028894,-0.0011036530708663
257,-0.0006691443676941,-0.0008672787898294
258,-0.0007292978108939,-0.0010089565750491
259,-0.0007820496255739,-0.000920355690466
260,-0.0007755635630448,-0.0009443461117564
261,-0.0009480224314103,-0.0011076429256489
262,-0.0007561488976961,-0.0010104850996561
263,-0.0008045766010597,-0.0009713690158011
264,-0.0010468083048195,-0.0010991016524267
265,-0.0009658674298884,-0.0012064108335528
266,-0.0009284635467054,-0.0011561424906014
267,-0.0008405214737656,-0.0011896125616229
268,-0.0009099042761447,-0.0011909229905052
269,-0.0009691366640188,-0.000985297826169
270,-0.000885790558734,-0.0010138452671737
271,-0.0009208959037844,-0.0011494461690877
272,-0.0010400160402005,-0.0011931831566637
273,-0.0009037272437388,-0.0010555260908263
274,-0.0008631344277828,-0.0009961459332909
275,-0.0011049903418356,-0.0011046112456737
276,-0.000931993770011,-0.0010756730885871
277,-0.0008538074295205,-0.0013394744207231
278,-0.0009567114691578,-0.0011067130979214
279,-0.0009137176909908,-0.0010745993079915
280,-0.0009034132179059,-0.0010969580157082
281,-0.0008428001658489,-0.0012962348213977
282,-0.0006443035947851,-0.0010057387601125
283,-0.0006587169886445,-0.001192864559201
284,-0.0008774909537923,-0.0008899204372992
285,-0.0007649546175002,-0.0009234774033101
286,-0.0006957746264145,-0.0011819270553718
287,-0.0006813850315876,-0.0011257762718661
288,-0.0008215943656874,-0.001111367432539
289,-0.000638665306408,-0.0011174355120733
290,-0.0007139951625997,-0.0010456203551608
291,-0.0007395205548225,-0.0010837500903883
292,-0.0009058634138139,-0.0009364356291358
293,-0.0009917503789561,-0.0009748551644643
294,-0.0008176321967461,-0.0011097270699931
295,-0.0008050782817822,-0.0009293806988188
296,-0.0007145645026506,-0.0011727070821066
297,-0.0008513894686233,-0.0012271655495852
298,-0.0007094041820039,-0.0009449867763084
299,-0.0008517908543929,-0.0009809943248048
300,-0.0007039440428902,-0.0009783809280345
301,-0.0005889252010326,-0.0011737676913684
302,-0.0007374120772761,-0.0012591679913854
303,-0.0007309421134837,-0.0012467916746629
304,-0.0006613610434148,-0.0010338610565557
305,-0.0007338392823074,-0.0012139543345057
306,-0.0008883305572694,-0.0011232419868213
307,-0.0007022933840858,-0.0012084323004396
308,-0.0006221910490378,-0.0012732900535923
309,-0.0007789506228034,-0.0013181708870627
310,-0.0006355535589702,-0.0012832681029167
311,-0.0006134073925537,-0.0012555469632277
312,-0.0005248230385194,-0.0012952237887924
313,-0.0004851104903106,-0.0013163242578415
314,-0.0007266471120583,-0.0010588164376149
315,-0.0006587961420771,-0.0012751121607752
316,-0.0004750810346187,-0.0010291667110734
317,-0.000770001782369,-0.0011358789835456
318,-0.0008108834492126,-0.0008187343241099
319,-0.0006622465687954,-0.0012761948282375
320,-0.0007844684430946,-0.0010533205396192
321,-0.0004665376409957,-0.0010287834488262
322,-0.000723131288926,-0.0009293876888972
323,-0.0006921907402527,-0.0010674292972554
324,-0.0006201414287438,-0.0010688816611087
325,-0.000538652976743,-0.0012401644451434
326,-0.0006147418664904,-0.0009773267541532
327,-0.000625370738745,-0.0011651944316737
328,-0.0006824202914147,-0.0010830899586102
329,-0.0006284654781949,-0.0010830607518633
330,-0.0004581685560733,-0.0011272458790437
331,-0.0005000237818674,-0.0012064717910902
332,-0.0004446284429522,-0.0011439960410667
333,-0.0003935270026282,-0.001175211376102
334,-0.0006132812733064,-0.0011661529723943
335,-0.0004961625152018,-0.0010228354338192
336,-0.0002955760350357,-0.0010588985905352
337,-0.0005779071847495,-0.0011581632975848
338,-0.0004216745602271,-0.0010927368334977
339,-0.0005071917597705,-0.0010238058788313
340,-0.0005077348029514,-0.0011959090640421
341,-0.0003700241284143,-0.0012146131598018
342,-0.0002865917951282,-0.0010596829246038
343,-0.000473918599776,-0.0010166833334106
344,-0.0005114275755434,-0.0010144231762481
345,-0.000460878690918,-0.001005746156801
346,-0.0006252996484994,-0.001054693791006
347,-0.0005430797094388,-0.0010388440764412
348,-0.000437004987762,-0.0010500657311799
349,-0.000478408225778,-0.0010665434662329
350,-0.0006615622507333,-0.0010477536325044
351,-0.0007099151182173,-0.0009900544861247
352,-0.0006647843110448,-0.0009289437870468
353,-0.0005948879381539,-0.0009863831976459
354,-0.0005636646335136,-0.0010204266813202
355,-0.0005095691261622,-0.0011315804026343
356,-0.0004734331835622,-0.0010297937182162
357,-0.0005882705634088,-0.0011520683693522
358,-0.0005117864929828,-0.0010804204685074
359,-0.0003050674140016,-0.0009382844436091
360,-0.0004582049882762,-0.0010649903348982
361,-0.0004224201953804,-0.0011500396739012
362,-0.000321625631667,-0.0008085268820479
363,-0.0003866583092996,-0.0010239242692956
364,-0.0003408782552966,-0.0009783906327575
365,-0.0001132120359065,-0.001036270516689
366,-0.0002014045291432,-0.000975551837821
367,-4.183653314893121e-07,-0.000859088554938
368,-0.0001658844214618,-0.0010485491000832
369,-0.0001195395848195,-0.0009478057856484
370,-0.0001543230521177,-0.0010048018030266
371,-0.0002015441286447,-0.0010414347212699
372,-0.0003771945274274,-0.0011729656857518
373,-0.0003642105684085,-0.0010651344168361
374,-0.0004047666567304,-0.0010572130060882
375,-0.0003665555571613,-0.0010793981678728
376,-0.0003069677051372,-0.000990888912775
377,-0.0005131775401553,-0.0010608078478494
378,-0.0003325246047503,-0.0008550847485653
379,-0.0003314492437662,-0.0011808495575111
380,-0.0003945106036434,-0.000975693183105
381,-0.0003604482317235,-0.0011651580983133
382,-0.0003083403148082,-0.0010563499026118
383,-0.0002200831035,-0.000836951558678
384,-0.0003090890114616,-0.0012108633159551
385,-0.0002069378827833,-0.0012475415928338
386,-0.0002430477592158,-0.0010822252659468
387,-0.0002078760795712,-0.001103817668932
388,-0.000190580879141,-0.0009261797912023
389,-0.0003215526891311,-0.0010310975767247
390,-0.000317375112133,-0.0011361621171214
391,-0.000117179276406,-0.0010909074066696
392,-0.0001073665234321,-0.0010810545239877
