wavenumber_cm1,reflectance_observed,reflectance_fitted,residual_signed,residual_abs,angle_deg
2500.257,0.1750315743,0.1735295503704728,0.0015020239295271,0.0015020239295271,10.0
2500.739,0.1748372872,0.1735955353501573,0.0012417518498426,0.0012417518498426,10.0
2501.221,0.1752780929,0.1736620828153672,0.0016160100846327,0.0016160100846327,10.0
2501.703,0.1753632405999999,0.1737291823994907,0.0016340582005092,0.0016340582005092,10.0
2502.186,0.175312573,0.1737969645549248,0.0015156084450751,0.0015156084450751,10.0
2502.668,0.1753564231,0.17386513808434,0.0014912850156599,0.0014912850156599,10.0
2503.15,0.1755186172999999,0.173933832189472,0.0015847851105279,0.0015847851105279,10.0
2503.632,0.1754908344,0.1740030362283855,0.0014877981716144,0.0014877981716144,10.0
2504.114,0.1757866801,0.174072739494656,0.0017139406053439,0.0017139406053439,10.0
2504.596,0.1756227219,0.1741429312191065,0.0014797906808934,0.0014797906808934,10.0
2505.078,0.1758051218,0.1742136005715521,0.0015915212284478,0.0015915212284478,10.0
2505.56,0.1757634695,0.1742847366625507,0.0014787328374492,0.0014787328374492,10.0
2506.042,0.1757280929,0.1743563285451611,0.0013717643548388,0.0013717643548388,10.0
2506.525,0.1758073048,0.1744285151250785,0.0013787896749214,0.0013787896749214,10.0
2507.007,0.1761135305,0.1745009864172498,0.0016125440827502,0.0016125440827502,10.0
2507.489,0.1761963844,0.1745738803097859,0.001622504090214,0.001622504090214,10.0
2507.971,0.1762714276999999,0.1746471856433481,0.0016242420566518,0.0016242420566518,10.0
2508.453,0.1760738127999999,0.1747208912099803,0.0013529215900196,0.0013529215900196,10.0
2508.935,0.176343599,0.1747949857549022,0.0015486132450977,0.0015486132450977,10.0
2509.417,0.1763386391,0.1748694579783051,0.0014691811216948,0.0014691811216948,10.0
2509.899,0.1765660988,0.1749442965371535,0.0016218022628465,0.0016218022628465,10.0
2510.382,0.1765770281,0.1750196464111736,0.0015573816888263,0.0015573816888263,10.0
2510.864,0.1766300807,0.1750951841487351,0.0015348965512648,0.0015348965512648,10.0
2511.346,0.1767428483,0.1751710539275228,0.0015717943724771,0.0015717943724771,10.0
2511.828,0.1767587199,0.1752472442496065,0.0015114756503934,0.0015114756503934,10.0
2512.31,0.1768221713,0.1753237435828935,0.0014984277171065,0.0014984277171065,10.0
2512.792,0.1769064109,0.175400540362949,0.0015058705370509,0.0015058705370509,10.0
2513.274,0.1768261764,0.1754776229948217,0.0013485534051783,0.0013485534051783,10.0
2513.756,0.1771680518,0.1755549798548678,0.0016130719451322,0.0016130719451322,10.0
2514.239,0.1771258492999999,0.1756327605936111,0.0014930887063888,0.0014930887063888,10.0
2514.721,0.1772953196,0.175710631441838,0.0015846881581619,0.0015846881581619,10.0
2515.203,0.1773429207,0.175788741469149,0.0015541792308509,0.0015541792308509,10.0
2515.685,0.1772774193,0.1758670789553832,0.0014103403446167,0.0014103403446167,10.0
2516.167,0.1774711471999999,0.175945632160844,0.0015255150391559,0.0015255150391559,10.0
2516.649,0.1773054389,0.1760243893281312,0.0012810495718687,0.0012810495718687,10.0
2517.131,0.1774113191,0.1761033386839731,0.0013079804160268,0.0013079804160268,10.0
2517.613,0.1775644597,0.1761824684410618,0.0013819912589381,0.0013819912589381,10.0
2518.095,0.1779723807,0.176261766799883,0.0017106139001169,0.0017106139001169,10.0
2518.578,0.1779329362,0.176341386950047,0.001591549249953,0.001591549249953,10.0
2519.06,0.1779584283,0.176420987362611,0.0015374409373889,0.0015374409373889,10.0
2519.542,0.1779442167,0.1765007208989052,0.0014434958010947,0.0014434958010947,10.0
2520.024,0.1781415488,0.176580575728891,0.0015609730711089,0.0015609730711089,10.0
2520.506,0.1781086257,0.176660540019474,0.0014480856805259,0.0014480856805259,10.0
2520.988,0.1782074622,0.1767406019363279,0.001466860263672,0.001466860263672,10.0
